,Q7,Q8,Q9,Q10,Q11,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12F_alt,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13G_alt,Q14,Q14_alt,Q15,Q15_alt,Q16A,Q16B,Q16C,Q16D,Q16E,Q16F,Q16G,Q16G_alt,Q43,Q44A,Q44B,Q44C,Q44D,Q45A,Q45B,Q45C,Q45D,Q45E,Q45F,Q45G,Q45H,Q45I,Q45J,Q45K,Q45L,Q45M,Q45N,Q45O,Q45P,Q45Q,Q45R,Q45S,Q45T,Q45U,Q45V,Q45W,Q45X,Q45X_alt,Q46,Q46_alt,Q47,Q48,Q49,Q50,Q51,Q51_alt,Q52,Q53,Q53_alt
1777, ,1-5 weken getraind,1 tot 3 keer per maand,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,48,176,82,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1778, ,6-11 weken getraind,1 tot 3 keer per maand,6 maanden - 1 jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit of dichtbij het huis van mijn trainingspartner., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,false,true,met mijn zus,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,33,191,92,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1779, ,6-11 weken getraind,2 keer per week,3-6 maanden,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,true,false,false, ,false,true,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Vrouw,24,165,60,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1780, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,"Anders, namelijk ...","varieert van huis, huis trainingspartner, hardloopgroep","Anders, namelijk…",vanaf thuis of > 5 km daarvandaan,false,false,false,true,true,true,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,61,176,66,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1781, ,12 weken of meer getraind,1 tot 3 keer per maand,6 maanden - 1 jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,true,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false, ,Nike+ Run Club, ,Vrouw,48,171,70,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1782, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false, ,Nike+ Run Club, ,Man,59,182,85,"Lager beroepsonderwijs (LBO, MAVO, VMBO)", ,Nee,Nee, 
1783, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,true,true,false,false,false,false, ,false,false,false,false,false,false,true,"1 vaste avond en de 2e avond flexibel, 1 weekenddag flexibel","Anders, namelijk ...","1 x vereniging, 1 x thuis, 1 x op locatie",Ik reis vaak meer dan 5 km van waar ik woon, ,true,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,TomTom Sports, ,Vrouw,37,166,999,HAVO of VWO, ,"Ja, mijn email adres is ...",Nee, 
1784, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,true,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Vrouw,50,172,65,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1785, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 tot 3 keer per maand,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,false,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Man,27,185,79,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...","Ja, namelijk ...",De start en finish lagen voor supporters redelijk ver uit elkaar. Meer in een rondje lopen zou dit kunnen voorkomen. Verder super leuke run met veel support onderweg! Volgend jaar weer!
1786, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,true,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,TomTom Sports, ,Vrouw,41,165,62,Middelbaar beroepsonderwijs (MBO), ,Nee,Nee, 
1787, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,false,false, ,"Nee, ik maak geen gebruik van een sport-app, maar ik heb in het verleden wel een sport-app gebruikt", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,49,183,76,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1788, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,true,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Nee, ik maak geen gebruik van een sport-app, maar ik heb in het verleden wel een sport-app gebruikt", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,41,174,65,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1789, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,true,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Garmin Connect, ,Vrouw,48,175,65,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1790, ,12 weken of meer getraind,3 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,false,false,false,false,true,Moet gewoon opbouwen,false,false,false,false,false,false,true,"Meestal om de dag, soms o m de 2 dagen, maar net wanneer het uitkomt",Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false, ,RunKeeper, ,Vrouw,37,170,69,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1791, ,Niet of nauwelijks getraind,Minder dan 1 keer per maand,Langer dan een jaar,Ik zou vaker willen hardlopen,false,false,false,false,false,true,gezin en werk,false,false,false,false,false,true,false, ,"Anders, namelijk ...",even op de fiets en dan de natuur in,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,false,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,60,193,82,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1792, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,true,false,false,false,false,false, ,"Anders, namelijk ...",in het bos,Ik ren altijd binnen 5 km van waar ik woon, ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,67,176,71,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1793, ,12 weken of meer getraind,3 keer per week,3-6 maanden,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit of dichtbij het huis van mijn trainingspartner., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Garmin Connect, ,Vrouw,31,164,"62,5","Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1794, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),4 of 5 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,60,172,65,HAVO of VWO, ,Nee,"Ja, namelijk ...",Kledinguitgifte was te ver weg
1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799, ,12 weken of meer getraind,4 of 5 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,false,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,true,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,MapMyRun, ,Man,42,183,82,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,"Ja, namelijk ...","Ik mis een vraag over het verloop van de dam tot damloop. Ik zou dan opmerken dat het terugkrijgen van de kleding echt veel beter moet de volgende keer. Ik snap dat iedereen overvallen kan worden door de regen, maar dit was niet goed."
1800, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,true,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Vrouw,37,167,53,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1801, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,6 maanden - 1 jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,false,false,false,false,true,Door nachtdiensten vaak niet fit gemotiveerd genoeg,true,false,false,false,false,false,false, ,"Anders, namelijk ...",Om en om vanuit huis of huis traningspartner,Ik ren altijd binnen 1 km van waar ik woon, ,false,false,false,true,false,true,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,42,169,63,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1802, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,44,189,76,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1803, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,false,true,false,true,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false, ,Strava, ,Vrouw,29,163,73,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1804, ,1-5 weken getraind,3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Garmin Connect, ,Vrouw,61,165,61,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1805, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,true,Buurvrouw,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false, ,MY ASICS, ,Vrouw,49,166,70,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1806, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,true,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 1 km van waar ik woon, ,false,false,false,false,false,true,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,70,182,98,Middelbaar beroepsonderwijs (MBO), ,"Ja, mijn email adres is ...",Nee, 
1807, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false, ,Polar Flow, ,Vrouw,27,180,78,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1810, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,Smartrunner,Prorun, ,Vrouw,43,176,64,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1811, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,true,false,false,false,false,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,true,false,false,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,58,168,63,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1812, ,1-5 weken getraind,1 tot 3 keer per maand,1-3 maanden,Ik zou vaker willen hardlopen,false,true,false,false,false,false, ,true,false,true,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,Endomondo Hardlopen, ,Man,42,175,76,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1813, ,1-5 weken getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,"Niet, ik loop thuis de deur uit", ,true,false,false,false,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false, ,Garmin Connect, ,Vrouw,54,154,55,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1814, ,1-5 weken getraind,Minder dan 1 keer per maand,0-1 maand,Ik zou vaker willen hardlopen,false,true,false,true,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,24,175,86,HAVO of VWO, ,Nee,Nee, 
1816, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,true,false,false,true,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,true,false,false,true,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Garmin Connect, ,Man,46,196,80,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1817, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Vrouw,32,180,76,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1818, ,Niet of nauwelijks getraind,Minder dan 1 keer per maand,0-1 maand,Ik zou vaker willen hardlopen,true,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,true,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,29,183,98,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1819, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,false,true,Vaste dag in weekend en geen vaste dag doordeweeks,"Anders, namelijk ...",Eek keer start ik van huis uit en een keer loop ik in het bos,"Anders, namelijk…",Het bos is 14 km weg,false,false,false,true,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false, ,Polar Flow, ,Vrouw,63,167,65,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824, ,1-5 weken getraind,2 keer per week,0-1 maand,Ik zou vaker willen hardlopen,false,true,true,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit of dichtbij mijn werk., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,28,184,95,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1825, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,true,false,false,false,false,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,Garmin Connect, ,Man,54,193,82,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1826, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,true,false,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,true,false,false,false,false,false,false, ,"Nee, ik maak geen gebruik van een sport-app, maar ik heb in het verleden wel een sport-app gebruikt", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,52,183,91,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
